district,week,year,cases
Mullaitivu,28,2021,0
Nuwara Eliya,28,2021,0
Polonnaruwa,28,2021,1
Puttalam,28,2021,0
Ratnapura,28,2021,40
Trincomalee,28,2021,0
Vavuniya,28,2021,2
Ampara,29,2021,4
Anuradhapura,29,2021,16
Badulla,29,2021,10
Batticaloa,29,2021,5
Colombo,29,2021,301
Galle,29,2021,7
Gampaha,29,2021,139
Hambantota,29,2021,9
Jaffna,29,2021,1
Kalmunai,29,2021,0
Kalutara,29,2021,0
Kandy,29,2021,51
Kegalle,29,2021,20
Kilinochchi,29,2021,0
Kurunegala,29,2021,61
Mannar,29,2021,0
Matale,29,2021,11
Matara,29,2021,28
Monaragala,29,2021,0
Mullaitivu,29,2021,0
Nuwara Eliya,29,2021,3
Polonnaruwa,29,2021,1
Puttalam,29,2021,0
Ratnapura,29,2021,24
Trincomalee,29,2021,2
Vavuniya,29,2021,1
Ampara,30,2021,7
Anuradhapura,30,2021,10
Badulla,30,2021,15
Batticaloa,30,2021,3
Colombo,30,2021,243
Galle,30,2021,14
Gampaha,30,2021,145
Hambantota,30,2021,11
Jaffna,30,2021,0
Kalmunai,30,2021,0
Kalutara,30,2021,0
Kandy,30,2021,25
Kegalle,30,2021,14
Kilinochchi,30,2021,0
Kurunegala,30,2021,61
Mannar,30,2021,1
Matale,30,2021,16
Matara,30,2021,23
Monaragala,30,2021,0
Mullaitivu,30,2021,0
Nuwara Eliya,30,2021,1
Polonnaruwa,30,2021,0
Puttalam,30,2021,0
Ratnapura,30,2021,14
Trincomalee,30,2021,0
Vavuniya,30,2021,0
Ampara,31,2021,0
Anuradhapura,31,2021,3
Badulla,31,2021,11
Batticaloa,31,2021,1
Colombo,31,2021,253
Galle,31,2021,12
Gampaha,31,2021,119
Hambantota,31,2021,8
Jaffna,31,2021,2
Kalmunai,31,2021,0
Kalutara,31,2021,0
Kandy,31,2021,31
Kegalle,31,2021,22
Kilinochchi,31,2021,0
Kurunegala,31,2021,61
Mannar,31,2021,0
Matale,31,2021,13
Matara,31,2021,15
Monaragala,31,2021,0
Mullaitivu,31,2021,0
Nuwara Eliya,31,2021,1
Polonnaruwa,31,2021,18
Puttalam,31,2021,0
Ratnapura,31,2021,7
Trincomalee,31,2021,0
Vavuniya,31,2021,1
Ampara,32,2021,0
Anuradhapura,32,2021,6
Badulla,32,2021,3
Batticaloa,32,2021,1
Colombo,32,2021,137
Galle,32,2021,13
Gampaha,32,2021,66
Hambantota,32,2021,7
Jaffna,32,2021,1
Kalmunai,32,2021,0
Kalutara,32,2021,0
Kandy,32,2021,22
Kegalle,32,2021,7
Kilinochchi,32,2021,0
Kurunegala,32,2021,42
Mannar,32,2021,0
Matale,32,2021,13
Matara,32,2021,11
Monaragala,32,2021,0
Mullaitivu,32,2021,0
Nuwara Eliya,32,2021,4
Polonnaruwa,32,2021,0
Puttalam,32,2021,0
Ratnapura,32,2021,18
Trincomalee,32,2021,0
Vavuniya,32,2021,0
Ampara,33,2021,0
Anuradhapura,33,2021,7
Badulla,33,2021,7
Batticaloa,33,2021,2
Colombo,33,2021,104
Galle,33,2021,4
Gampaha,33,2021,20
Hambantota,33,2021,5
Jaffna,33,2021,0
Kalmunai,33,2021,0
Kalutara,33,2021,0
Kandy,33,2021,19
Kegalle,33,2021,7
Kilinochchi,33,2021,0
Kurunegala,33,2021,13
Mannar,33,2021,1
Matale,33,2021,15
Matara,33,2021,20
Monaragala,33,2021,0
Mullaitivu,33,2021,0
Nuwara Eliya,33,2021,3
Polonnaruwa,33,2021,0
Puttalam,33,2021,0
Ratnapura,33,2021,17
Trincomalee,33,2021,3
Vavuniya,33,2021,1
Ampara,34,2021,0
Anuradhapura,34,2021,3
Badulla,34,2021,4
Batticaloa,34,2021,3
Colombo,34,2021,75
Galle,34,2021,4
Gampaha,34,2021,44
Hambantota,34,2021,4
Jaffna,34,2021,0
Kalmunai,34,2021,0
Kalutara,34,2021,0
Kandy,34,2021,20
Kegalle,34,2021,3
Kilinochchi,34,2021,0
Kurunegala,34,2021,8
Mannar,34,2021,0
Matale,34,2021,4
Matara,34,2021,13
Monaragala,34,2021,0
Mullaitivu,34,2021,0
Nuwara Eliya,34,2021,0
Polonnaruwa,34,2021,3
Puttalam,34,2021,0
Ratnapura,34,2021,10
Trincomalee,34,2021,0
Vavuniya,34,2021,0
Ampara,35,2021,0
Anuradhapura,35,2021,5
Badulla,35,2021,3
Batticaloa,35,2021,1
Colombo,35,2021,98
Galle,35,2021,6
Gampaha,35,2021,31
Hambantota,35,2021,6
Jaffna,35,2021,0
Kalmunai,35,2021,0
Kalutara,35,2021,0
Kandy,35,2021,15
Kegalle,35,2021,5
Kilinochchi,35,2021,1
Kurunegala,35,2021,14
Mannar,35,2021,0
Matale,35,2021,4
Matara,35,2021,3
Monaragala,35,2021,0
Mullaitivu,35,2021,0
Nuwara Eliya,35,2021,0
Polonnaruwa,35,2021,4
Puttalam,35,2021,0
Ratnapura,35,2021,7
Trincomalee,35,2021,1
Vavuniya,35,2021,1
Ampara,36,2021,0
Anuradhapura,36,2021,7
Badulla,36,2021,5
Batticaloa,36,2021,2
Colombo,36,2021,92
Galle,36,2021,10
Gampaha,36,2021,45
Hambantota,36,2021,4
Jaffna,36,2021,0
Kalmunai,36,2021,0
Kalutara,36,2021,0
Kandy,36,2021,10
Kegalle,36,2021,3
Kilinochchi,36,2021,0
Kurunegala,36,2021,16
Mannar,36,2021,0
Matale,36,2021,1
Matara,36,2021,11
Monaragala,36,2021,0
Mullaitivu,36,2021,0
Nuwara Eliya,36,2021,3
Polonnaruwa,36,2021,0
Puttalam,36,2021,0
Ratnapura,36,2021,8
Trincomalee,36,2021,0
Vavuniya,36,2021,0
Ampara,37,2021,1
Anuradhapura,37,2021,3
Badulla,37,2021,1
Batticaloa,37,2021,1
Colombo,37,2021,123
Galle,37,2021,1
Gampaha,37,2021,51
Hambantota,37,2021,2
Jaffna,37,2021,0
Kalmunai,37,2021,0
Kalutara,37,2021,0
Kandy,37,2021,12
Kegalle,37,2021,4
Kilinochchi,37,2021,0
Kurunegala,37,2021,5
Mannar,37,2021,0
Matale,37,2021,4
Matara,37,2021,2
Monaragala,37,2021,0
Mullaitivu,37,2021,0
Nuwara Eliya,37,2021,1
Polonnaruwa,37,2021,0
Puttalam,37,2021,0
Ratnapura,37,2021,7
Trincomalee,37,2021,3
Vavuniya,37,2021,0
Ampara,38,2021,1
Anuradhapura,38,2021,2
Badulla,38,2021,4
Batticaloa,38,2021,0
Colombo,38,2021,107
Galle,38,2021,10
Gampaha,38,2021,58
Hambantota,38,2021,6
Jaffna,38,2021,0
Kalmunai,38,2021,0
Kalutara,38,2021,0
Kandy,38,2021,26
Kegalle,38,2021,4
Kilinochchi,38,2021,0
Kurunegala,38,2021,9
Mannar,38,2021,0
Matale,38,2021,0
Matara,38,2021,11
Monaragala,38,2021,0
Mullaitivu,38,2021,0
Nuwara Eliya,38,2021,3
Polonnaruwa,38,2021,1
Puttalam,38,2021,0
Ratnapura,38,2021,8
Trincomalee,38,2021,3
Vavuniya,38,2021,0
Ampara,39,2021,1
Anuradhapura,39,2021,0
Badulla,39,2021,11
Batticaloa,39,2021,3
Colombo,39,2021,163
Galle,39,2021,14
Gampaha,39,2021,71
Hambantota,39,2021,4
Jaffna,39,2021,0
Kalmunai,39,2021,0
Kalutara,39,2021,0
Kandy,39,2021,36
Kegalle,39,2021,9
Kilinochchi,39,2021,0
Kurunegala,39,2021,20
Mannar,39,2021,0
Matale,39,2021,9
Matara,39,2021,15
Monaragala,39,2021,0
Mullaitivu,39,2021,0
Nuwara Eliya,39,2021,3
Polonnaruwa,39,2021,6
Puttalam,39,2021,0
Ratnapura,39,2021,23
Trincomalee,39,2021,2
Vavuniya,39,2021,0
Ampara,40,2021,2
Anuradhapura,40,2021,4
Badulla,40,2021,16
Batticaloa,40,2021,1
Colombo,40,2021,170
Galle,40,2021,11
Gampaha,40,2021,81
Hambantota,40,2021,11
Jaffna,40,2021,0
Kalmunai,40,2021,0
Kalutara,40,2021,0
Kandy,40,2021,23
Kegalle,40,2021,5
Kilinochchi,40,2021,0
Kurunegala,40,2021,22
Mannar,40,2021,0
Matale,40,2021,5
Matara,40,2021,16
Monaragala,40,2021,0
Mullaitivu,40,2021,0
Nuwara Eliya,40,2021,1
Polonnaruwa,40,2021,0
Puttalam,40,2021,0
Ratnapura,40,2021,6
Trincomalee,40,2021,2
Vavuniya,40,2021,1
Ampara,41,2021,3
Anuradhapura,41,2021,2
Badulla,41,2021,11
Batticaloa,41,2021,3
Colombo,41,2021,205
Galle,41,2021,15
Gampaha,41,2021,93
Hambantota,41,2021,9
Jaffna,41,2021,0
Kalmunai,41,2021,0
Kalutara,41,2021,0
Kandy,41,2021,29
Kegalle,41,2021,17
Kilinochchi,41,2021,0
Kurunegala,41,2021,26
Mannar,41,2021,0
Matale,41,2021,7
Matara,41,2021,9
Monaragala,41,2021,0
Mullaitivu,41,2021,0
Nuwara Eliya,41,2021,3
Polonnaruwa,41,2021,1
Puttalam,41,2021,0
Ratnapura,41,2021,19
Trincomalee,41,2021,2
Vavuniya,41,2021,0
Ampara,42,2021,2
Anuradhapura,42,2021,3
Badulla,42,2021,24
Batticaloa,42,2021,3
Colombo,42,2021,265
Galle,42,2021,19
Gampaha,42,2021,132
Hambantota,42,2021,8
Jaffna,42,2021,0
Kalmunai,42,2021,0
Kalutara,42,2021,0
Kandy,42,2021,46
Kegalle,42,2021,9
Kilinochchi,42,2021,0
Kurunegala,42,2021,27
Mannar,42,2021,3
Matale,42,2021,10
Matara,42,2021,15
Monaragala,42,2021,0
Mullaitivu,42,2021,0
Nuwara Eliya,42,2021,0
Polonnaruwa,42,2021,4
Puttalam,42,2021,0
Ratnapura,42,2021,26
Trincomalee,42,2021,2
Vavuniya,42,2021,2
Ampara,43,2021,1
Anuradhapura,43,2021,7
Badulla,43,2021,36
Batticaloa,43,2021,9
Colombo,43,2021,319
Galle,43,2021,14
Gampaha,43,2021,208
Hambantota,43,2021,10
Jaffna,43,2021,0
Kalmunai,43,2021,0
Kalutara,43,2021,0
Kandy,43,2021,40
Kegalle,43,2021,13
Kilinochchi,43,2021,0
Kurunegala,43,2021,42
Mannar,43,2021,0
Matale,43,2021,3
Matara,43,2021,9
Monaragala,43,2021,0
Mullaitivu,43,2021,0
Nuwara Eliya,43,2021,2
Polonnaruwa,43,2021,4
Puttalam,43,2021,0
Ratnapura,43,2021,26
Trincomalee,43,2021,0
Vavuniya,43,2021,0
Ampara,44,2021,1
Anuradhapura,44,2021,6
Badulla,44,2021,25
Batticaloa,44,2021,6
Colombo,44,2021,276
Galle,44,2021,19
Gampaha,44,2021,211
Hambantota,44,2021,11
Jaffna,44,2021,1
Kalmunai,44,2021,0
Kalutara,44,2021,0
Kandy,44,2021,24
Kegalle,44,2021,6
Kilinochchi,44,2021,0
Kurunegala,44,2021,33
Mannar,44,2021,0
Matale,44,2021,4
Matara,44,2021,13
Monaragala,44,2021,0
Mullaitivu,44,2021,1
Nuwara Eliya,44,2021,4
Polonnaruwa,44,2021,4
Puttalam,44,2021,0
Ratnapura,44,2021,17
Trincomalee,44,2021,6
Vavuniya,44,2021,0
Ampara,45,2021,0
Anuradhapura,45,2021,6
Badulla,45,2021,38
Batticaloa,45,2021,3
Colombo,45,2021,295
Galle,45,2021,20
Gampaha,45,2021,188
Hambantota,45,2021,7
Jaffna,45,2021,6
Kalmunai,45,2021,0
Kalutara,45,2021,0
Kandy,45,2021,37
Kegalle,45,2021,16
Kilinochchi,45,2021,0
Kurunegala,45,2021,53
Mannar,45,2021,0
Matale,45,2021,6
Matara,45,2021,7
Monaragala,45,2021,0
Mullaitivu,45,2021,0
Nuwara Eliya,45,2021,2
Polonnaruwa,45,2021,3
Puttalam,45,2021,0
Ratnapura,45,2021,21
Trincomalee,45,2021,0
Vavuniya,45,2021,0
Ampara,46,2021,0
Anuradhapura,46,2021,11
Badulla,46,2021,49
Batticaloa,46,2021,4
Colombo,46,2021,306
Galle,46,2021,31
Gampaha,46,2021,219
Hambantota,46,2021,9
Jaffna,46,2021,2
Kalmunai,46,2021,0
Kalutara,46,2021,0
Kandy,46,2021,54
Kegalle,46,2021,22
Kilinochchi,46,2021,0
Kurunegala,46,2021,58
Mannar,46,2021,2
Matale,46,2021,5
Matara,46,2021,22
Monaragala,46,2021,0
Mullaitivu,46,2021,0
Nuwara Eliya,46,2021,6
Polonnaruwa,46,2021,2
Puttalam,46,2021,0
Ratnapura,46,2021,13
Trincomalee,46,2021,19
Vavuniya,46,2021,2
Ampara,47,2021,4
Anuradhapura,47,2021,2
Badulla,47,2021,50
Batticaloa,47,2021,10
Colombo,47,2021,336
Galle,47,2021,23
Gampaha,47,2021,338
Hambantota,47,2021,8
Jaffna,47,2021,1
Kalmunai,47,2021,0
Kalutara,47,2021,0
Kandy,47,2021,62
Kegalle,47,2021,23
Kilinochchi,47,2021,0
Kurunegala,47,2021,73
Mannar,47,2021,6
Matale,47,2021,14
Matara,47,2021,21
Monaragala,47,2021,0
Mullaitivu,47,2021,0
Nuwara Eliya,47,2021,3
Polonnaruwa,47,2021,8
Puttalam,47,2021,0
Ratnapura,47,2021,26
Trincomalee,47,2021,9
Vavuniya,47,2021,1
Ampara,48,2021,4
Anuradhapura,48,2021,13
Badulla,48,2021,48
Batticaloa,48,2021,10
Colombo,48,2021,371
Galle,48,2021,28
Gampaha,48,2021,299
Hambantota,48,2021,13
Jaffna,48,2021,11
Kalmunai,48,2021,0
Kalutara,48,2021,0
Kandy,48,2021,50
Kegalle,48,2021,22
Kilinochchi,48,2021,0
Kurunegala,48,2021,57
Mannar,48,2021,0
Matale,48,2021,10
Matara,48,2021,26
Monaragala,48,2021,0
Mullaitivu,48,2021,0
Nuwara Eliya,48,2021,2
Polonnaruwa,48,2021,5
Puttalam,48,2021,0
Ratnapura,48,2021,15
Trincomalee,48,2021,17
Vavuniya,48,2021,2
Ampara,49,2021,5
Anuradhapura,49,2021,7
Badulla,49,2021,31
Batticaloa,49,2021,17
Colombo,49,2021,532
Galle,49,2021,19
Gampaha,49,2021,417
Hambantota,49,2021,12
Jaffna,49,2021,16
Kalmunai,49,2021,0
Kalutara,49,2021,0
Kandy,49,2021,66
Kegalle,49,2021,31
Kilinochchi,49,2021,2
Kurunegala,49,2021,67
Mannar,49,2021,35
Matale,49,2021,16
Matara,49,2021,24
Monaragala,49,2021,0
Mullaitivu,49,2021,0
Nuwara Eliya,49,2021,4
Polonnaruwa,49,2021,2
Puttalam,49,2021,0
Ratnapura,49,2021,31
Trincomalee,49,2021,15
Vavuniya,49,2021,4
Ampara,50,2021,13
Anuradhapura,50,2021,11
Badulla,50,2021,79
Batticaloa,50,2021,19
Colombo,50,2021,594
Galle,50,2021,34
Gampaha,50,2021,398
Hambantota,50,2021,18
Jaffna,50,2021,12
Kalmunai,50,2021,0
Kalutara,50,2021,0
Kandy,50,2021,65
Kegalle,50,2021,35
Kilinochchi,50,2021,1
Kurunegala,50,2021,92
Mannar,50,2021,62
Matale,50,2021,10
Matara,50,2021,23
Monaragala,50,2021,0
Mullaitivu,50,2021,0
Nuwara Eliya,50,2021,4
Polonnaruwa,50,2021,9
Puttalam,50,2021,0
Ratnapura,50,2021,41
Trincomalee,50,2021,23
Vavuniya,50,2021,3
Ampara,51,2021,7
Anuradhapura,51,2021,7
Badulla,51,2021,57
Batticaloa,51,2021,23
Colombo,51,2021,729
Galle,51,2021,42
Gampaha,51,2021,558
Hambantota,51,2021,25
Jaffna,51,2021,39
Kalmunai,51,2021,0
Kalutara,51,2021,0
Kandy,51,2021,78
Kegalle,51,2021,48
Kilinochchi,51,2021,3
Kurunegala,51,2021,99
Mannar,51,2021,95
Matale,51,2021,11
Matara,51,2021,14
Monaragala,51,2021,0
Mullaitivu,51,2021,1
Nuwara Eliya,51,2021,13
Polonnaruwa,51,2021,9
Puttalam,51,2021,0
Ratnapura,51,2021,58
Trincomalee,51,2021,36
Vavuniya,51,2021,1
Ampara,52,2021,5
Anuradhapura,52,2021,11
Badulla,52,2021,41
Batticaloa,52,2021,18
Colombo,52,2021,715
Galle,52,2021,62
Gampaha,52,2021,527
Hambantota,52,2021,17
Jaffna,52,2021,33
Kalmunai,52,2021,0
Kalutara,52,2021,0
Kandy,52,2021,92
Kegalle,52,2021,52
Kilinochchi,52,2021,5
Kurunegala,52,2021,111
Mannar,52,2021,77
Matale,52,2021,10
Matara,52,2021,40
Monaragala,52,2021,0
Mullaitivu,52,2021,0
Nuwara Eliya,52,2021,5
Polonnaruwa,52,2021,7
Puttalam,52,2021,0
Ratnapura,52,2021,42
Trincomalee,52,2021,19
Vavuniya,52,2021,2
Ampara,53,2021,0
Anuradhapura,53,2021,0
Badulla,53,2021,0
Batticaloa,53,2021,0
Colombo,53,2021,0
Galle,53,2021,0
Gampaha,53,2021,0
Hambantota,53,2021,0
Jaffna,53,2021,0
Kalmunai,53,2021,0
Kalutara,53,2021,0
Kandy,53,2021,0
Kegalle,53,2021,0
Kilinochchi,53,2021,0
Kurunegala,53,2021,0
Mannar,53,2021,0
Matale,53,2021,0
Matara,53,2021,0
Monaragala,53,2021,0
Mullaitivu,53,2021,0
Nuwara Eliya,53,2021,0
Polonnaruwa,53,2021,0
Puttalam,53,2021,0
Ratnapura,53,2021,0
Trincomalee,53,2021,0
Vavuniya,53,2021,0
Ampara,1,2022,0
Anuradhapura,1,2022,8
Badulla,1,2022,15
Batticaloa,1,2022,6
Colombo,1,2022,88
Galle,1,2022,23
Gampaha,1,2022,103
Hambantota,1,2022,5
Jaffna,1,2022,9
Kalmunai,1,2022,0
Kalutara,1,2022,0
Kandy,1,2022,14
Kegalle,1,2022,5
Kilinochchi,1,2022,4
Kurunegala,1,2022,28
Mannar,1,2022,15
Matale,1,2022,1
Matara,1,2022,12
Monaragala,1,2022,0
Mullaitivu,1,2022,0
Nuwara Eliya,1,2022,1
Polonnaruwa,1,2022,1
Puttalam,1,2022,0
Ratnapura,1,2022,12
Trincomalee,1,2022,6
Vavuniya,1,2022,2
Ampara,2,2022,8
Anuradhapura,2,2022,12
Badulla,2,2022,64
Batticaloa,2,2022,26
Colombo,2,2022,563
Galle,2,2022,95
Gampaha,2,2022,457
Hambantota,2,2022,22
Jaffna,2,2022,31
Kalmunai,2,2022,0
Kalutara,2,2022,0
Kandy,2,2022,89
Kegalle,2,2022,55
Kilinochchi,2,2022,4
Kurunegala,2,2022,115
Mannar,2,2022,28
Matale,2,2022,20
Matara,2,2022,44
Monaragala,2,2022,0
Mullaitivu,2,2022,0
Nuwara Eliya,2,2022,8
Polonnaruwa,2,2022,7
Puttalam,2,2022,0
Ratnapura,2,2022,65
Trincomalee,2,2022,23
Vavuniya,2,2022,2
Ampara,3,2022,7
Anuradhapura,3,2022,15
Badulla,3,2022,55
Batticaloa,3,2022,32
Colombo,3,2022,528
Galle,3,2022,110
Gampaha,3,2022,442
Hambantota,3,2022,34
Jaffna,3,2022,47
Kalmunai,3,2022,0
Kalutara,3,2022,0
Kandy,3,2022,97
Kegalle,3,2022,49
Kilinochchi,3,2022,1
Kurunegala,3,2022,157
Mannar,3,2022,28
Matale,3,2022,8
Matara,3,2022,37
Monaragala,3,2022,0
Mullaitivu,3,2022,1
Nuwara Eliya,3,2022,5
Polonnaruwa,3,2022,9
Puttalam,3,2022,0
Ratnapura,3,2022,65
Trincomalee,3,2022,24
Vavuniya,3,2022,8
Ampara,4,2022,8
Anuradhapura,4,2022,9
Badulla,4,2022,25
Batticaloa,4,2022,26
Colombo,4,2022,411
Galle,4,2022,83
Gampaha,4,2022,305
Hambantota,4,2022,26
Jaffna,4,2022,79
Kalmunai,4,2022,0
Kalutara,4,2022,0
Kandy,4,2022,73
Kegalle,4,2022,20
Kilinochchi,4,2022,12
Kurunegala,4,2022,109
Mannar,4,2022,25
Matale,4,2022,25
Matara,4,2022,31
Monaragala,4,2022,0
Mullaitivu,4,2022,0
Nuwara Eliya,4,2022,4
Polonnaruwa,4,2022,3
Puttalam,4,2022,0
Ratnapura,4,2022,62
Trincomalee,4,2022,41
Vavuniya,4,2022,6
Ampara,5,2022,4
Anuradhapura,5,2022,32
Badulla,5,2022,42
Batticaloa,5,2022,15
Colombo,5,2022,277
Galle,5,2022,69
Gampaha,5,2022,170
Hambantota,5,2022,32
Jaffna,5,2022,85
Kalmunai,5,2022,0
Kalutara,5,2022,0
Kandy,5,2022,83
Kegalle,5,2022,40
Kilinochchi,5,2022,5
Kurunegala,5,2022,82
Mannar,5,2022,15
Matale,5,2022,16
Matara,5,2022,17
Monaragala,5,2022,0
Mullaitivu,5,2022,1
Nuwara Eliya,5,2022,2
Polonnaruwa,5,2022,5
Puttalam,5,2022,0
Ratnapura,5,2022,44
Trincomalee,5,2022,27
Vavuniya,5,2022,8
Ampara,6,2022,3
Anuradhapura,6,2022,15
Badulla,6,2022,12
Batticaloa,6,2022,18
Colombo,6,2022,218
Galle,6,2022,62
Gampaha,6,2022,96
Hambantota,6,2022,18
Jaffna,6,2022,61
Kalmunai,6,2022,0
Kalutara,6,2022,0
Kandy,6,2022,52
Kegalle,6,2022,5
Kilinochchi,6,2022,2
Kurunegala,6,2022,51
Mannar,6,2022,16
Matale,6,2022,12
Matara,6,2022,22
Monaragala,6,2022,0
Mullaitivu,6,2022,0
Nuwara Eliya,6,2022,5
Polonnaruwa,6,2022,3
Puttalam,6,2022,0
Ratnapura,6,2022,47
Trincomalee,6,2022,27
Vavuniya,6,2022,1
Ampara,7,2022,2
Anuradhapura,7,2022,2
Badulla,7,2022,6
Batticaloa,7,2022,25
Colombo,7,2022,167
Galle,7,2022,35
Gampaha,7,2022,80
Hambantota,7,2022,5
Jaffna,7,2022,43
Kalmunai,7,2022,0
Kalutara,7,2022,0
Kandy,7,2022,13
Kegalle,7,2022,15
Kilinochchi,7,2022,2
Kurunegala,7,2022,20
Mannar,7,2022,4
Matale,7,2022,5
Matara,7,2022,4
Monaragala,7,2022,0
Mullaitivu,7,2022,1
Nuwara Eliya,7,2022,1
Polonnaruwa,7,2022,0
Puttalam,7,2022,0
Ratnapura,7,2022,34
Trincomalee,7,2022,19
Vavuniya,7,2022,0
Ampara,8,2022,0
Anuradhapura,8,2022,11
Badulla,8,2022,10
Batticaloa,8,2022,14
Colombo,8,2022,142
Galle,8,2022,44
Gampaha,8,2022,117
Hambantota,8,2022,11
Jaffna,8,2022,34
Kalmunai,8,2022,0
Kalutara,8,2022,0
Kandy,8,2022,23
Kegalle,8,2022,42
Kilinochchi,8,2022,1
Kurunegala,8,2022,45
Mannar,8,2022,3
Matale,8,2022,3
Matara,8,2022,17
Monaragala,8,2022,0
Mullaitivu,8,2022,1
Nuwara Eliya,8,2022,2
Polonnaruwa,8,2022,1
Puttalam,8,2022,0
Ratnapura,8,2022,26
Trincomalee,8,2022,35
Vavuniya,8,2022,3
Ampara,9,2022,1
Anuradhapura,9,2022,7
Badulla,9,2022,4
Batticaloa,9,2022,13
Colombo,9,2022,161
Galle,9,2022,52
Gampaha,9,2022,103
Hambantota,9,2022,5
Jaffna,9,2022,98
Kalmunai,9,2022,0
Kalutara,9,2022,0
Kandy,9,2022,21
Kegalle,9,2022,15
Kilinochchi,9,2022,1
Kurunegala,9,2022,26
Mannar,9,2022,1
Matale,9,2022,6
Matara,9,2022,8
Monaragala,9,2022,0
Mullaitivu,9,2022,0
Nuwara Eliya,9,2022,5
Polonnaruwa,9,2022,0
Puttalam,9,2022,0
Ratnapura,9,2022,31
Trincomalee,9,2022,14
Vavuniya,9,2022,2
Ampara,10,2022,1
Anuradhapura,10,2022,6
Badulla,10,2022,14
Batticaloa,10,2022,17
Colombo,10,2022,99
Galle,10,2022,8
Gampaha,10,2022,77
Hambantota,10,2022,10
Jaffna,10,2022,27
Kalmunai,10,2022,0
Kalutara,10,2022,0
Kandy,10,2022,33
Kegalle,10,2022,8
Kilinochchi,10,2022,1
Kurunegala,10,2022,21
Mannar,10,2022,5
Matale,10,2022,10
Matara,10,2022,9
Monaragala,10,2022,0
Mullaitivu,10,2022,0
Nuwara Eliya,10,2022,2
Polonnaruwa,10,2022,1
Puttalam,10,2022,0
Ratnapura,10,2022,45
Trincomalee,10,2022,26
Vavuniya,10,2022,1
Ampara,11,2022,2
Anuradhapura,11,2022,8
Badulla,11,2022,7
Batticaloa,11,2022,15
Colombo,11,2022,123
Galle,11,2022,52
Gampaha,11,2022,63
Hambantota,11,2022,11
Jaffna,11,2022,53
Kalmunai,11,2022,0
Kalutara,11,2022,0
Kandy,11,2022,22
Kegalle,11,2022,19
Kilinochchi,11,2022,1
Kurunegala,11,2022,33
Mannar,11,2022,1
Matale,11,2022,6
Matara,11,2022,14
Monaragala,11,2022,0
Mullaitivu,11,2022,0
Nuwara Eliya,11,2022,0
Polonnaruwa,11,2022,1
Puttalam,11,2022,0
Ratnapura,11,2022,34
Trincomalee,11,2022,22
Vavuniya,11,2022,2
Ampara,12,2022,1
Anuradhapura,12,2022,7
Badulla,12,2022,8
Batticaloa,12,2022,38
Colombo,12,2022,163
Galle,12,2022,45
Gampaha,12,2022,84
Hambantota,12,2022,12
Jaffna,12,2022,74
Kalmunai,12,2022,0
Kalutara,12,2022,0
Kandy,12,2022,25
Kegalle,12,2022,21
Kilinochchi,12,2022,6
Kurunegala,12,2022,34
Mannar,12,2022,1
Matale,12,2022,1
Matara,12,2022,15
Monaragala,12,2022,0
Mullaitivu,12,2022,0
Nuwara Eliya,12,2022,4
Polonnaruwa,12,2022,0
Puttalam,12,2022,0
Ratnapura,12,2022,34
Trincomalee,12,2022,22
Vavuniya,12,2022,2
Ampara,13,2022,2
Anuradhapura,13,2022,9
Badulla,13,2022,11
Batticaloa,13,2022,30
Colombo,13,2022,151
Galle,13,2022,81
Gampaha,13,2022,80
Hambantota,13,2022,5
Jaffna,13,2022,59
Kalmunai,13,2022,0
Kalutara,13,2022,0
Kandy,13,2022,35
Kegalle,13,2022,30
Kilinochchi,13,2022,1
Kurunegala,13,2022,31
Mannar,13,2022,1
Matale,13,2022,6
Matara,13,2022,17
Monaragala,13,2022,0
Mullaitivu,13,2022,0
Nuwara Eliya,13,2022,1
Polonnaruwa,13,2022,2
Puttalam,13,2022,0
Ratnapura,13,2022,53
Trincomalee,13,2022,52
Vavuniya,13,2022,1
Ampara,14,2022,5
Anuradhapura,14,2022,5
Badulla,14,2022,7
Batticaloa,14,2022,37
Colombo,14,2022,122
Galle,14,2022,95
Gampaha,14,2022,67
Hambantota,14,2022,9
Jaffna,14,2022,58
Kalmunai,14,2022,0
Kalutara,14,2022,0
Kandy,14,2022,39
Kegalle,14,2022,29
Kilinochchi,14,2022,3
Kurunegala,14,2022,41
Mannar,14,2022,1
Matale,14,2022,11
Matara,14,2022,21
Monaragala,14,2022,0
Mullaitivu,14,2022,1
Nuwara Eliya,14,2022,0
Polonnaruwa,14,2022,5
Puttalam,14,2022,0
Ratnapura,14,2022,39
Trincomalee,14,2022,35
Vavuniya,14,2022,2
Ampara,15,2022,0
Anuradhapura,15,2022,5
Badulla,15,2022,10
Batticaloa,15,2022,48
Colombo,15,2022,171
Galle,15,2022,69
Gampaha,15,2022,95
Hambantota,15,2022,28
Jaffna,15,2022,117
Kalmunai,15,2022,0
Kalutara,15,2022,0
Kandy,15,2022,28
Kegalle,15,2022,22
Kilinochchi,15,2022,2
Kurunegala,15,2022,28
Mannar,15,2022,0
Matale,15,2022,7
Matara,15,2022,21
Monaragala,15,2022,0
Mullaitivu,15,2022,1
Nuwara Eliya,15,2022,1
Polonnaruwa,15,2022,1
Puttalam,15,2022,0
Ratnapura,15,2022,80
Trincomalee,15,2022,54
Vavuniya,15,2022,1
Ampara,16,2022,5
Anuradhapura,16,2022,6
Badulla,16,2022,9
